"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Editors","Language of Original Document","Document Type","Publication Stage","Open Access","Source","EID"
"Xu, Y.; Wang, X.; Yu, H.","Xu, Yunfei (59187307900); Wang, Xianjun (59187308000); Yu, Huaizhi (59188121900)","59187307900; 59187308000; 59188121900","Research on Pricing Decisions Optimization Algorithm of Fresh Agricultural Product Supply Chain Under the Background of Artificial Intelligence","2024","Lecture Notes on Data Engineering and Communications Technologies","197","","","361","370","0","0","10.1007/978-981-97-1979-2_32","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203053345&doi=10.1007%2F978-981-97-1979-2_32&partnerID=40&md5=63119a6698c65e3966ab41dd67de7d88","With the economic development and the improvement of cold chain logistics service technology, more and more fresh food enterprises are committed to expanding their retail scope, seizing market share and improving their profits. This paper studies the pricing decision optimization algorithm of fresh agricultural product supply chain under the background of artificial intelligence, aiming to improve the efficiency and competitiveness of fresh agricultural product supply chain. Aiming at the difficulties and challenges in the pricing decision of fresh agricultural products supply chain, an optimization algorithm is proposed. The algorithm considers the impact of delivery time on the pricing and service decisions of fresh agricultural products, aims to improve the revenue of supply chain members, constructs a dual-channel game model, analyzes and evaluates multiple links in the fresh agricultural product supply chain, optimizes the pricing strategy, and provides appropriate management suggestions for the relevant decisions of fresh supply chain members. This paper discusses and analyzes the relevant theories and methods of pricing decision-making in the supply chain of fresh agricultural products, selects the actual fresh agricultural products market as the experimental platform, and verifies the effectiveness and feasibility of the algorithm through experiments. The results show that the pricing decision optimization algorithm of fresh agricultural products supply chain based on artificial intelligence technology has high accuracy and efficiency, which can provide useful help for the management and optimization of fresh agricultural product supply chain. The results of this study are of great significance for the management and optimization of fresh agricultural supply chain, and the algorithm can be further studied and applied in the future to improve the efficiency and competitiveness of fresh agricultural product supply chain. © 2024 Elsevier B.V., All rights reserved.","Artificial intelligence; Game theory; Model building; Optimization algorithm; Supply chain","Cold chain logistics; Economic development; Food enterprise; Fresh agricultural products; Fresh food; Logistics services; Optimisations; Optimization algorithms; Pricing decision; Product supply chains","","English","Conference paper","Final","","Scopus","2-s2.0-85203053345"
"Boutyour, Y.; Idrissi, A.","Boutyour, Youness (58561171300); Idrissi, A. (16642413200)","58561171300; 16642413200","A Deep Reinforcement Learning Approach to Dynamic Airline Ticket Pricing and Customer Response Analysis","2024","International Journal of Artificial Intelligence","22","2","","68","91","0","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202510753&partnerID=40&md5=143091f6d6d29a98fe14ced7ea099895","In the ever-changing landscape of airline ticket sales, efficient dynamic pricing strategies are crucial for maximizing revenue while catering to diverse customer preferences. This paper explores the application of Deep Reinforcement Learning (DRL) algorithms, namely REINFORCE, PPO, A2C, SAC, and TD3, in the context of airline ticket pricing. Leveraging a synthetic dataset and a Generalized Linear Model, these algorithms were rigorously evaluated. Our study reveals that TD3 outperforms other models, showcasing rapid convergence and robust reward optimization capabilities. We also provide a comparative analysis of training times, essential for practical implementation. Through extensive experimentation and computational analysis, this research contributes valuable insights into the efficacy of DRL techniques in dynamic pricing. The findings not only offer benchmarks for airline industry applications but also illuminate the broader potential of advanced machine learning methods in revenue management across various sectors. This study underscores the pivotal role of artificial intelligence in shaping the future of pricing strategies, providing a roadmap for businesses aiming to stay competitive in today’s dynamic markets. © 2024 Elsevier B.V., All rights reserved.","Artificial Intelligence; Deep Reinforcement Learning; Dynamic Ticket Pricing; Revenue Optimization","","","English","Article","Final","","Scopus","2-s2.0-85202510753"
"Ma, Y.; Li, B.; Wu, Q.","Ma, Yueyue (59227935300); Li, Boyu (59179522700); Wu, Qing (57199303641)","59227935300; 59179522700; 57199303641","Automatic Pricing and Replenishment Decision of Vegetable Commodities: A Multi-model Perspective","2024","","","","","200","205","0","0","10.1109/AINIT61980.2024.10581783","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199169484&doi=10.1109%2FAINIT61980.2024.10581783&partnerID=40&md5=560049a8e879444d42a1631c62fcdd91","In fresh food supermarkets, the shelf life of vegetable products is relatively short. In order to make reliable and reasonable replenishment and pricing decisions, and achieve maximum sales revenue and profit, this article first studies the Pearson correlation coefficient model to study the relationship between various categories of vegetables and the sales volume of individual products; Then, a time series model is established from a vertical perspective combined with ARIMA, and a random forest model is established from a horizontal perspective. Then, the final strategy for predicting the daily replenishment volume and pricing strategy for the next week is obtained by integrating the two models; Finally, considering the limited sales space of vegetable supermarkets, we optimized the machine learning model using gradient descent and proposed a daily replenishment and pricing strategy to maximize profits. © 2024 Elsevier B.V., All rights reserved.","automatic pricing; data analyse; gradient descent; random forest; time series","Correlation methods; Costs; Forestry; Gradient methods; Profitability; Retail stores; Sales; Time series; Automatic pricing; Data analyze; Fresh food; Gradient-descent; Multi-modelling; Pricing strategy; Random forests; Shelf life; Times series; Vegetable products; Vegetables","","English","Conference paper","Final","","Scopus","2-s2.0-85199169484"
"Yamuna, G.; Paul Dhinakaran, D.; Vijai, C.; Kingsly, P.S.J.; Raynukaazhakarsamy; Rukmani Devi, S.R.","Yamuna, G. (59223342400); Paul Dhinakaran, D. (58988150400); Vijai, C. (58930250700); Kingsly, P. S.Joan (57210451314); Raynukaazhakarsamy (59223342500); Rukmani Devi, S. Rukmani (58489473100)","59223342400; 58988150400; 58930250700; 57210451314; 59223342500; 58489473100","Machine Learning-Based Price Optimization for Dynamic Pricing on Online Retail","2024","","","","","","","0","7","10.1109/ICONSTEM60960.2024.10568763","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198850832&doi=10.1109%2FICONSTEM60960.2024.10568763&partnerID=40&md5=3feba87914ec9364ade08dd9f4c08aeb","Machine learning is having a profound impact on the dynamic pricing environment in e-commerce. This research digs into the use of dynamic pricing based on machine learning to shed light on how this trend is reshaping e-commerce's profitability, consumer happiness, and competitive landscape. Collecting data, cleaning up the data, choosing the right model, and evaluating the results are all part of the research technique. The hypothetical data shows a certain way to maximise profits and keep customers. Practical applications of this research are discussed, with an emphasis on the ethical issues raised by dynamic pricing. The last section highlights the significance of dynamic pricing based on machine learning, providing a road map for a more dynamic, adaptable, and lucrative future in online retail for both firms and customers. The article finishes with a look to the future, revealing promising opportunities to further customization, resolve ethical problems, and apply dynamic pricing models across a wide range of businesses. © 2024 Elsevier B.V., All rights reserved.","Customer Retention; Customer Satisfaction; Dynamic Pricing; Future Directions; Machine Learning; Online Retail; Pricing Strategies; Profit Maximization; Real-time Pricing","Costs; E-learning; Electronic commerce; Machine learning; Philosophical aspects; Profitability; Sales; Customer retention; Customers' satisfaction; Dynamic pricing; E- commerces; Future direction; Machine-learning; Online retails; Pricing strategy; Profit maximization; Real time pricing; Customer satisfaction","","English","Conference paper","Final","","Scopus","2-s2.0-85198850832"
"Asha, P.; Sujihelen, L.; Mary, V.S.; Suresh, L.P.; Raja, A.D.M.; Praveen, S.","Asha, P. P. (56112788400); Sujihelen, L. (56100365300); Mary, Vinisha Sheela (59210360100); Suresh, L. Padma (54917154800); Raja, Arthur David M. (59210891500); Praveen, Sheeba (59273976300)","56112788400; 56100365300; 59210360100; 54917154800; 59210891500; 59273976300","Unleashing Business growth potential through Advanced Analytics and Predictive Model driven by Artificial Intelligence","2024","","","","","","","0","1","10.1109/ICSTEM61137.2024.10561164","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197920581&doi=10.1109%2FICSTEM61137.2024.10561164&partnerID=40&md5=1994182bd8361fbb98e2fd96cb0c9d05","This work synthesis research on AI-Driven Business Insights unleashing growth potential with advanced analytics and predictive modelling with a diverse solution that brings together numerous pre-eminent components to help business unlock untapped growth opportunities. By exploring the utilization of revenue prediction and sales forecasting capabilities companies can obtain priceless perspectives on future trend which enables them to make knowledgeable decisions and designate resources effectively. Customer segmentation allows businesses to identify their target audience in order to implement the marketing strategies refining customer satisfaction and retention. Employing customer churn analysis allows businesses to recognize potential churners and implement preemptive actions to maintain their loyalty. Profit prediction aids businesses in comprehending the factors that influence profitability and streamlining their operations for improved financial results. Finding the ideal price for goods or services may help maximize profits and maintain a competitive edge in the market which is price optimization. © 2024 Elsevier B.V., All rights reserved.","Analytics; Artificial Intelligence; Business Insights; Churn Analysis; Customer Segmentation; Decision; Pricing Strategy; Profit Optimization; Revenue Enhancement; Sales Forecasting","Artificial intelligence; Commerce; Costs; Customer satisfaction; Predictive analytics; Sales; Analytic; Business insight; Churn analysis; Customers segmentations; Decision; Growth potential; Pricing strategy; Profit optimization; Revenue enhancement; Sales forecasting; Profitability","","English","Conference paper","Final","","Scopus","2-s2.0-85197920581"
"Qu, J.","Qu, Jiacong (59172138000)","59172138000","Research on Vegetable Replenishment and Pricing Strategies for Supermarkets Based on Time Series and Multi-Objective Planning","2024","","","","","614","618","0","1","10.1109/ICCECT60629.2024.10546009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195956562&doi=10.1109%2FICCECT60629.2024.10546009&partnerID=40&md5=744a5222ec6f6cc39b42ff9c03a59f38","This paper conducts in-depth research on the replenishment and pricing strategy of vegetable products in fresh food superstores, and comprehensively analyzes the vegetable sales data by using Spearman correlation coefficient test, Support Vector Regression (SVR), Long and Short-term Memory Recurrent Neural Networks (LSTM), Multi-Objective Planning and Particle Swarm Optimization Algorithm, etc. The data are integrated, cleaned, and visualized to reveal the changing law of vegetable category and specific product sales volume. Firstly, through data integration and cleaning and visualization, the changing law of vegetable category and single product sales volume is revealed, and the interrelationship between categories and single products is explored by using Spearman's correlation coefficient test; Secondly, combined with the cost-plus model and the time series prediction, the replenishment volume and pricing strategy of the next 7 days are provided with scientific basis; Finally, considering the actual operational constraints, the specific replenishment volume and pricing strategy are given through multi-objective planning and particle swarm optimization algorithm, a specific replenishment and pricing scheme is given. In addition, this paper also collects data from consumer preference, market competition, natural factors, and other aspects to provide comprehensive suggestions for the optimization strategy of the superstore and evaluates and improves the model. © 2024 Elsevier B.V., All rights reserved.","long and short-term memory networks; multi-objective planning; particle swarm optimization algorithms; support vector regression; Vegetable replenishment and pricing strategies","Brain; Competition; Costs; Long short-term memory; Multiobjective optimization; Sales; Time series; Vegetables; Long and short term memory; Long and short-term memory network; Memory network; Multi-objective planning; Particle swarm optimization algorithm; Pricing strategy; Replenishment strategies; Spearman correlation coefficients; Support vector regressions; Vegetable replenishment and pricing strategy; Particle swarm optimization (PSO)","","English","Conference paper","Final","","Scopus","2-s2.0-85195956562"
"Zhao, X.; Luo, Q.; Wang, L.","Zhao, Xuan (59172377100); Luo, Qian (59172016600); Wang, Liuying (59171772600)","59172377100; 59172016600; 59171772600","Research on Vegetable Sales Strategies of Supermarkets Based on Time Series Analysis and Particle Swarm Optimization","2024","","","","","609","613","0","0","10.1109/ICCECT60629.2024.10546024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195930634&doi=10.1109%2FICCECT60629.2024.10546024&partnerID=40&md5=404dea6f1316ff4db4b713d51d6ad023","This paper conducts a comprehensive study on the replenishment and pricing problems in the sales of vegetables in supermarkets, utilizing models such as neural networks, particle swarm algorithms, and multi-objective planning to establish a replenishment and pricing strategy based on the historical transaction information, and puts forward the suggestion of collecting more data. Firstly, the distribution pattern and correlation of sales volume of vegetable categories and individual products are analyzed, and the sales volume distribution graph is drawn through monthly data and the significance test is conducted by using Pearson's correlation coefficient and Spearman's correlation coefficient. Next, the relationship between total sales volume and cost-plus pricing is studied, and the relationship is determined through scatter plot and regression analysis, it is finally found that there is no significant relationship between total sales volume and cost-plus pricing. Next, neural network and ARIMA algorithms were used to predict the sales volume and price of the vegetable category in the coming week, and the particle swarm algorithm was applied to solve the optimization model, and the optimal solution for the revenue was obtained as $2,408.5. Finally, a multi-objective particle swarm algorithm is used to optimize the selection of saleable individual products to ensure that the market demand is met while maximizing the revenue of the superstore. In addition, this study suggests collecting more data from multiple sources to improve the accuracy and applicability of the model. © 2024 Elsevier B.V., All rights reserved.","neural network; particle swarm algorithm; time series analysis; vegetable marketing","Correlation methods; Cost benefit analysis; Data acquisition; Harmonic analysis; Multiobjective optimization; Particle swarm optimization (PSO); Regression analysis; Retail stores; Sales; Vegetables; Multi-objective planning; Neural-networks; Particle swarm; Particle swarm algorithm; Pricing problems; Sale volumes; Sales strategies; Swarm optimization; Time-series analysis; Vegetable marketing; Time series analysis","","English","Conference paper","Final","","Scopus","2-s2.0-85195930634"
"Amellal, A.; Amellal, I.; Ech-Charrat, M.R.","Amellal, Asmae (58404564900); Amellal, Issam (57731576500); Ech-Charrat, Mohammed Rida (57194114484)","58404564900; 57731576500; 57194114484","Hybrid Predictive Modeling for Automotive After-Sales Pricing: Integrating BiLSTM-Attention and Fuzzy Logic","2024","Lecture Notes in Business Information Processing","507 LNBIP","","","172","188","0","0","10.1007/978-3-031-58113-7_15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194071875&doi=10.1007%2F978-3-031-58113-7_15&partnerID=40&md5=452a268dd748e9d28dea7895b5dbc9b1","In the automotive service and spare parts distribution sector, effective supply chain management is paramount as it directly impacts customer satisfaction, profits, and overall competitiveness. To optimize these crucial aspects, a robust fuzzy logic framework has been developed, taking into account the intricate connections between customer demand, customer sentiment, product availability, and pricing strategy. This study focuses on after-sales services provided by Moroccan automobile companies, utilizing workshop entry data from Enterprise Resource Planning (ERP) systems across multiple cities in the country. To accurately capture customer sentiment, a Bidirectional Long Short-Term Memory (BiLSTM) with attention model, a deep learning strategy, is employed to complete any missing customer sentiment data. Leveraging the power of neural networks, this approach effectively analyzes and predicts sentiment patterns. Once the sentiment data is completed, a Fuzzy Logic model is utilized to determine the most optimal pricing strategy. By considering various factors through fuzzy sets and rules, this model allows informed decision-making to strike the right balance between profitability and customer satisfaction. The employed models demonstrated strong performance, as evidenced by metrics such as MSE and R2. Specifically, the BiLSTM-attention model achieved an R2 of 0.87, while the fuzzy logic model registered an impressive R2 of 0.91. Furthermore, when juxtaposed with alternative models, our framework’s superior efficacy became evident. © 2024 Elsevier B.V., All rights reserved.","BiLSTM-attention; Deep learning; Fuzzy method; price prediction; Supply chain management","Computer circuits; Costs; Decision making; Deep learning; Enterprise resource planning; Fuzzy logic; Learning systems; Profitability; Sales; Supply chain management; Attention model; Automotives; Bidirectional long short-term memory-attention; Customers' satisfaction; Fuzzy logic modeling; Fuzzy methods; Fuzzy-Logic; Price prediction; Pricing strategy; Customer satisfaction","Sheu, S.-H.","English","Conference paper","Final","","Scopus","2-s2.0-85194071875"
"Cheng, J.; Zhang, J.","Cheng, Jin (59128765900); Zhang, Jing (59129340300)","59128765900; 59129340300","Intelligent Pricing Model for Cross-border E-commerce Based on Artificial Intelligence","2024","","","","","258","261","0","1","10.1109/ECEI60433.2024.10510821","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193260125&doi=10.1109%2FECEI60433.2024.10510821&partnerID=40&md5=a04e4c5e9d1af576acd9a899cfacbd01","This study was carried out to explore an intelligent pricing model for cross-border e-commerce based on artificial intelligence (AI) An efficient pricing system was developed to integrate market factors, competitive strategies, costs, and user behavior. Through machine learning algorithms and real-time data analysis, the system automatically adjusts product prices to adapt to complex international market conditions. User satisfaction, product transaction goods, quantity, and price were estimated in the system to ensure the sustainability of the model and the accuracy of the prediction. © 2024 Elsevier B.V., All rights reserved.","AI; cross-border e-commerce; smart pricing","Behavioral research; Costs; Electronic commerce; International trade; Machine learning; Competitive strategy; Cost behavior; Cross-border; Cross-border e-commerce; E- commerces; Market-factors; Pricing models; Pricing systems; Smart pricing; User behaviors; Learning algorithms","Meen, T.-H.","English","Conference paper","Final","","Scopus","2-s2.0-85193260125"
"Yi, Y.; Bian, J.; He, Z.; Lv, L.","Yi, Yaoyang (59008542300); Bian, Junjie (59008330300); He, Ziming (59008123400); Lv, Lilong (59008330400)","59008542300; 59008330300; 59008123400; 59008330400","Construction of Automatic Replenishment Dynamic Model based on LSTM Neural Network and Simulated Annealing Algorithm","2024","","","","","","","0","1","10.1109/ICICACS60521.2024.10499071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191697952&doi=10.1109%2FICICACS60521.2024.10499071&partnerID=40&md5=10ad8a38600263b33dcd6ca01d53e3cc","Due to the strong cyclical and seasonal special training of vegetable products in the sales process, it is very necessary to develop flexible pricing and marketing strategies for consumers. This paper mainly studies the formulation of reasonable replenishment strategy, establishes the pricing model of vegetable products, to reduce the loss of the supermarket and bring higher profits. Firstly, after descriptive statistics of six dishes, the correlation is obtained by gray correlation analysis, and the model, the nonlinear function of total sales and cost-plus pricing is determined, and the LSTM model is predicted to change, the simulated annealing algorithm is used to solve the optimal profit in the next week. T hen, the entropy right comprehensive evaluation method is used to select vegetables with high scores, and use the LSTM model to predict the capture and pricing strategy of commodities in the next month. Finally, more variables are included in the replenishment decision and pricing model to further optimize the model. Studies have found that the established LSTM model and the sales of optimized model vegetables have a lot to do. Reasonable establishment of models to control prices can help the sales of vegetables. © 2024 Elsevier B.V., All rights reserved.","LSTM neural network; replenishment decision and pricing model; Seasonal SARIMA model; simulated annealing algorithm","Cost benefit analysis; Fruits; Long short-term memory; Profitability; Sales; Vegetables; Annealing algorithm; Decision modeling; LSTM neural network; Neural-networks; Pricing models; Pricing strategy; Replenishment decision and pricing model; Seasonal SARIMA model; Simulated annealing algorithm; Vegetable products; Simulated annealing","","English","Conference paper","Final","","Scopus","2-s2.0-85191697952"
"Semwal, M.; Akila, K.; Manasa, M.; Raj, P.S.; Motukuru, Y.; Karthik, P.","Semwal, Manisha (58552269500); Akila, K. (59000710000); Manasa, Madasu (57189681876); Raj, Patil Sai (59000635100); Motukuru, Yasaswini (59000635200); Karthik, Pusapati (58828280300)","58552269500; 59000710000; 57189681876; 59000635100; 59000635200; 58828280300","Machine Learning-Enabled Business Intelligence For Dynamic Pricing Strategies In E-Commerce","2024","","","","","116","120","0","5","10.1109/ICDT61202.2024.10489724","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191258764&doi=10.1109%2FICDT61202.2024.10489724&partnerID=40&md5=c3a1e45af90ea9475e454614eb5b84ee","The ever-evolving landscape of e-commerce makes dynamic pricing strategies an absolute necessity for businesses that want to maximise their earnings and keep a leading edge in their respective industries. This study was conducted with the intention of determining whether or not the application of machine learning (ML) and business intelligence (BI) could result in the development of dynamic pricing strategies that are more successful. Many companies have been unsuccessful because they relied on pricing techniques that had become obsolete as a result of the constantly shifting nature of the digital market. This study addresses the need for a more dynamic and data-driven pricing approach in online environments, thereby bridging a gap in the existing body of research on the topic. Although machine learning has been shown to be helpful in a variety of business contexts, its potential for dynamic pricing in online stores has not yet been completely explored through its integration with business intelligence. This is despite the fact that machine learning has been valuable in a number of business situations. The currently available research does not provide a comprehensive understanding of the synergies that can be achieved by combining ML and BI in pricing optimisation. The Support Vector Machine (SVM), a machine learning technique, was selected as the primary tool for this study because of its ability to deal with intricate and nonlinear interactions included within enormous datasets. Combining technologies that are used for business intelligence in order to collect, process, and present important data results in the creation of a sophisticated framework that can be used to make decisions regarding pricing in real time. According to the findings, having a business intelligence system that is empowered with machine learning significantly improves a company's capacity to accurately price its products and services and to respond rapidly to changes in the market. Price decisions can be made that are both more precise and more sensitive to nuances thanks to the adaptability of the SVM model to changing market conditions. © 2024 Elsevier B.V., All rights reserved.","Business Intelligence; Dynamic Pricing; E-commerce; Machine Learning; SVM","Costs; Learning systems; Support vector machines; Business contexts; Business-intelligence; Data driven; Digital markets; Dynamic pricing; E- commerces; Machine-learning; Online environments; Pricing strategy; Support vectors machine; Electronic commerce","","English","Conference paper","Final","","Scopus","2-s2.0-85191258764"
"Tang, Y.","Tang, Yuyang (58999291600)","58999291600","Intelligent Optimization Analysis of Automatic Pricing and Replenishment of Vegetable Products Based on Combinatorial Machine Learning Models","2024","","","","","511","516","0","0","10.1109/EEBDA60612.2024.10485992","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191196445&doi=10.1109%2FEEBDA60612.2024.10485992&partnerID=40&md5=cfb51b4473dd696ff4f4feef0011cb86","Based on the idea of market demand and supply, this paper establishes a combined machine learning model by determining the indicators such as sales volume, demand, supply, etc., with the goal of maximizing the interests of the superstore, and adopts an intelligent optimization algorithm to realize the optimization analysis of automatic fixing and replenishment for vegetable commodities. First, Spearman correlation coefficient is used to quantitatively analyze the correlation between different categories to quantify the degree of correlation between different vegetable categories, and K-means cluster analysis is used to analyze the sales data of each category of vegetables, and different vegetables are divided into different clusters based on sales volume, so as to identify the vegetable items with similar sales volume. Then, XGBoost model and time series autoregressive model were used to construct a combined machine learning model, which realized the prediction of future price data based on historical price data and the prediction of future sales volume by combining the unit price and the price, and carried out the smoothing test and the seasonality test on the data to further optimize the predictive ability of the model. And it realized the prediction of future week's price, and the prediction of future week's price was realized based on the prediction results of the combined machine learning model. Based on the prediction results of the model, an automatic pricing strategy and replenishment strategy function with the goal of maximizing revenue is established, and genetic algorithm is applied to realize the solution of the model to obtain the corresponding optimal pricing. Finally, the objective function is shifted from the overall category to specific commodities, and the constraints adapted to it are set for specific time points, which are still solved by intelligent optimization algorithms and optimization analyses are carried out, and specific replenishment quantities. And pricing strategies are formulated for the commodities, so as to achieve the maximum revenue of the superstore. © 2024 Elsevier B.V., All rights reserved.","genetic algorithm; K-means cluster analysis; spielman correlation coefficient; time series autoregression; XGBoost model","Cluster analysis; Costs; Economics; Forecasting; Genetic algorithms; K-means clustering; Regression analysis; Sales; Time series; Time series analysis; Autoregression; Correlation coefficient; K-means cluster analysis; Machine learning models; Optimization analysis; Sale volumes; Spielman correlation coefficient; Time series autoregression; Times series; Xgboost model; Vegetables","","English","Conference paper","Final","","Scopus","2-s2.0-85191196445"
"Jin, Y.; Hao, R.; Zeng, R.","Jin, Yancheng (58999394200); Hao, Ruimeng (58998802300); Zeng, Ruiqi (58999245900)","58999394200; 58998802300; 58999245900","A Study of Pricing and Replenishment Decisions Based on Wavelet Neural Network Prediction","2024","","","","","775","780","0","0","10.1109/EEBDA60612.2024.10485923","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191167719&doi=10.1109%2FEEBDA60612.2024.10485923&partnerID=40&md5=2967d29a6478dbaf5be1f5b27cd4549f","Management of shelf life becomes a critical issue in the sale of vegetables in fresh produce supermarkets. Using the provided data, this study provides an in-depth analysis of the sales patterns among vegetable categories and predicts the restocking volume and pricing strategy of vegetable categories in the coming week and on specific dates. In the sales distribution analysis, it was found that none of the six categories of vegetables conformed to normal distribution, and the pattern of sales volume affected by season and epidemic was explored by plotting graphs and calculating Spearman's correlation coefficient. Further, the relationship between total sales volume and pricing was investigated through a multiple linear regression model and combined with a wavelet neural network to predict sales volume, a multi-objective nonlinear planning model was established, and a linear approximation bundle optimization method was applied to solve for maximum profit. For the replenishment strategy on a specific date, a simulated annealing algorithm is used to solve the problem by combining the data features and model constraints, and the replenishment volume and pricing strategy of a specific product are effectively predicted. © 2024 Elsevier B.V., All rights reserved.","Fresh produce supermarket; multi-objective optimization; Vegetable sales pattern; Wavelet neural network","Costs; Linear regression; Multiobjective optimization; Normal distribution; Retail stores; Simulated annealing; Vegetables; Decision-based; Fresh produce; Fresh produce supermarket; Multi-objectives optimization; Neural network predictions; Neural-networks; Pricing strategy; Sale volumes; Vegetable sale pattern; Wavelet neural network; Sales","","English","Conference paper","Final","","Scopus","2-s2.0-85191167719"
"Lin, B.; Shi, Y.; Wang, J.; Chen, X.","Lin, Binru (58999841600); Shi, Yuxuan (58999105500); Wang, Jingyi (59450064200); Chen, Xinying (58999251500)","58999841600; 58999105500; 59450064200; 58999251500","Analysis of Vegetable Sales Volume Distribution and Pricing Strategy: A Study Based on Nonparametric Kernel Density Estimation and Neural Network Modeling","2024","","","","","1773","1779","0","0","10.1109/EEBDA60612.2024.10485980","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191148591&doi=10.1109%2FEEBDA60612.2024.10485980&partnerID=40&md5=623c9badcca42c6570bb50326e612680","In this study, the distribution pattern of sales volume of each category and individual product of vegetables is analyzed by firstly using the non-parametric kernel density estimation method to obtain the kernel density estimation curves of the daily sales volume of each category and individual product of vegetables, and analyzing them in combination with statistical indicators. Secondly, based on the visualization of the monthly sales volume of each category of vegetables over time and the seasonal component plot, the sales trend is studied. Finally, Spearman rank correlation analysis is utilized to explore the correlation between the sales volume of each category and individual product of vegetables. Based on this, the total sales volume of each vegetable category is further analyzed in relation to cost plus pricing, and the sales volume is predicted by a time series model optimized by a neural network model to develop a pricing strategy for the coming week in order to maximize revenue. © 2024 Elsevier B.V., All rights reserved.","Neural network model; Non-parametric kernel density estimation method; Spearman rank correlation analysis; Time series","Correlation methods; Costs; Parameter estimation; Sales; Statistics; Time series analysis; Vegetables; Kernel Density Estimation; Kernel Density Estimation methods; Neural network model; Non-parametric kernel density estimation method; Nonparametrics; Pricing strategy; Sale volumes; Spearman's rank correlation analysis; Times series; Volume distributions; Neural network models","","English","Conference paper","Final","","Scopus","2-s2.0-85191148591"
"Arora, A.; Kaur, R.; Vats, P.; Gupta, M.; Chopra, G.; Mehmi, S.; Khanna, T.","Arora, Anudeep (58025322800); Kaur, Ranjeeta (57424137400); Vats, Prashant (56630562900); Gupta, Mamta (56765006700); Chopra, Gayatri (58140061200); Mehmi, Shikha (58939639400); Khanna, Trishali (58939857000)","58025322800; 57424137400; 56630562900; 56765006700; 58140061200; 58939639400; 58939857000","A Study on Optimizing the Personalization of Recommendations and Customer Services Using Artificially Intelligent Neural Networks to Improve Electronic Commerce","2024","Lecture Notes in Networks and Systems","812","","","1","9","0","1","10.1007/978-981-99-8031-4_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187781919&doi=10.1007%2F978-981-99-8031-4_1&partnerID=40&md5=19d4ada4f896cb60b0f6a0f7640722ac","Artificial intelligence (AI) has developed with e-commerce businesses as a critical breakthrough that enables businesses to optimize procedures, improve consumer relations, and expand operational capabilities. Artificial intelligence (AI) systems may assess consumer data to offer tailored ideas, respond to customer service requests, and enhance inventory control. Additionally, AI can detect fraud and enhance pricing strategies. With the increasing use of machine learning in e-commerce, businesses can genuinely compete and offer better customer encounters. This paper explores how AI is changing the e-commerce industry and presenting new opportunities for businesses to improve their operations and fuel growth. Artificial intelligence (AI) technology has developed into a key element of the e-commerce industry, allowing businesses to improve their processes and provide a more individualized client experience. © 2024 Elsevier B.V., All rights reserved.","AI-powered chatbots; Artificial intelligence; Artificial neural network (ANN); E-commerce; Feature selection; Machine learning","Electronic commerce; Inventory control; Machine learning; Sales; Artificial intelligence-powered chatbot; Artificial neural network; Chatbots; Customer-service; E- commerces; E-commerce business; Features selection; Machine-learning; Neural-networks; Personalizations; Neural networks","Nagar, A.K.; Jat, D.S.; Mishra, D.; Joshi, A.","English","Conference paper","Final","","Scopus","2-s2.0-85187781919"
